,Number Of People,Iteration,Runtime,With/Without
8501,5,251,55,Without Preliminary Noise Reduction
8502,5,252,37,With Preliminary Noise Reduction
8503,5,252,44,Without Preliminary Noise Reduction
8504,5,253,34,With Preliminary Noise Reduction
8505,5,253,59,Without Preliminary Noise Reduction
8506,5,254,31,With Preliminary Noise Reduction
8507,5,254,46,Without Preliminary Noise Reduction
8508,5,255,35,With Preliminary Noise Reduction
8509,5,255,45,Without Preliminary Noise Reduction
8510,5,256,39,With Preliminary Noise Reduction
8511,5,256,55,Without Preliminary Noise Reduction
8512,5,257,40,With Preliminary Noise Reduction
8513,5,257,42,Without Preliminary Noise Reduction
8514,5,258,32,With Preliminary Noise Reduction
8515,5,258,51,Without Preliminary Noise Reduction
8516,5,259,38,With Preliminary Noise Reduction
8517,5,259,48,Without Preliminary Noise Reduction
8518,5,260,31,With Preliminary Noise Reduction
8519,5,260,48,Without Preliminary Noise Reduction
8520,5,261,31,With Preliminary Noise Reduction
8521,5,261,42,Without Preliminary Noise Reduction
8522,5,262,38,With Preliminary Noise Reduction
8523,5,262,58,Without Preliminary Noise Reduction
8524,5,263,36,With Preliminary Noise Reduction
8525,5,263,55,Without Preliminary Noise Reduction
8526,5,264,39,With Preliminary Noise Reduction
8527,5,264,40,Without Preliminary Noise Reduction
8528,5,265,35,With Preliminary Noise Reduction
8529,5,265,54,Without Preliminary Noise Reduction
8530,5,266,36,With Preliminary Noise Reduction
8531,5,266,59,Without Preliminary Noise Reduction
8532,5,267,30,With Preliminary Noise Reduction
8533,5,267,41,Without Preliminary Noise Reduction
8534,5,268,40,With Preliminary Noise Reduction
8535,5,268,58,Without Preliminary Noise Reduction
8536,5,269,31,With Preliminary Noise Reduction
8537,5,269,59,Without Preliminary Noise Reduction
8538,5,270,36,With Preliminary Noise Reduction
8539,5,270,57,Without Preliminary Noise Reduction
8540,5,271,40,With Preliminary Noise Reduction
8541,5,271,60,Without Preliminary Noise Reduction
8542,5,272,35,With Preliminary Noise Reduction
8543,5,272,48,Without Preliminary Noise Reduction
8544,5,273,31,With Preliminary Noise Reduction
8545,5,273,59,Without Preliminary Noise Reduction
8546,5,274,36,With Preliminary Noise Reduction
8547,5,274,47,Without Preliminary Noise Reduction
8548,5,275,32,With Preliminary Noise Reduction
8549,5,275,42,Without Preliminary Noise Reduction
8550,5,276,34,With Preliminary Noise Reduction
8551,5,276,58,Without Preliminary Noise Reduction
8552,5,277,40,With Preliminary Noise Reduction
8553,5,277,49,Without Preliminary Noise Reduction
8554,5,278,36,With Preliminary Noise Reduction
8555,5,278,52,Without Preliminary Noise Reduction
8556,5,279,34,With Preliminary Noise Reduction
8557,5,279,57,Without Preliminary Noise Reduction
8558,5,280,34,With Preliminary Noise Reduction
8559,5,280,51,Without Preliminary Noise Reduction
8560,5,281,35,With Preliminary Noise Reduction
8561,5,281,55,Without Preliminary Noise Reduction
8562,5,282,40,With Preliminary Noise Reduction
8563,5,282,57,Without Preliminary Noise Reduction
8564,5,283,34,With Preliminary Noise Reduction
8565,5,283,46,Without Preliminary Noise Reduction
8566,5,284,33,With Preliminary Noise Reduction
8567,5,284,41,Without Preliminary Noise Reduction
8568,5,285,37,With Preliminary Noise Reduction
8569,5,285,52,Without Preliminary Noise Reduction
8570,5,286,38,With Preliminary Noise Reduction
8571,5,286,42,Without Preliminary Noise Reduction
8572,5,287,38,With Preliminary Noise Reduction
8573,5,287,53,Without Preliminary Noise Reduction
8574,5,288,35,With Preliminary Noise Reduction
8575,5,288,50,Without Preliminary Noise Reduction
8576,5,289,35,With Preliminary Noise Reduction
8577,5,289,54,Without Preliminary Noise Reduction
8578,5,290,32,With Preliminary Noise Reduction
8579,5,290,41,Without Preliminary Noise Reduction
8580,5,291,30,With Preliminary Noise Reduction
8581,5,291,58,Without Preliminary Noise Reduction
8582,5,292,30,With Preliminary Noise Reduction
8583,5,292,60,Without Preliminary Noise Reduction
8584,5,293,37,With Preliminary Noise Reduction
8585,5,293,40,Without Preliminary Noise Reduction
8586,5,294,31,With Preliminary Noise Reduction
8587,5,294,49,Without Preliminary Noise Reduction
8588,5,295,37,With Preliminary Noise Reduction
8589,5,295,44,Without Preliminary Noise Reduction
8590,5,296,39,With Preliminary Noise Reduction
8591,5,296,58,Without Preliminary Noise Reduction
8592,5,297,32,With Preliminary Noise Reduction
8593,5,297,41,Without Preliminary Noise Reduction
8594,5,298,33,With Preliminary Noise Reduction
8595,5,298,43,Without Preliminary Noise Reduction
8596,5,299,37,With Preliminary Noise Reduction
8597,5,299,54,Without Preliminary Noise Reduction
8598,5,300,32,With Preliminary Noise Reduction
8599,5,300,49,Without Preliminary Noise Reduction
8600,5,301,38,With Preliminary Noise Reduction
8601,5,301,40,Without Preliminary Noise Reduction
8602,5,302,40,With Preliminary Noise Reduction
8603,5,302,44,Without Preliminary Noise Reduction
8604,5,303,35,With Preliminary Noise Reduction
8605,5,303,47,Without Preliminary Noise Reduction
8606,5,304,39,With Preliminary Noise Reduction
8607,5,304,53,Without Preliminary Noise Reduction
8608,5,305,37,With Preliminary Noise Reduction
8609,5,305,44,Without Preliminary Noise Reduction
8610,5,306,34,With Preliminary Noise Reduction
8611,5,306,50,Without Preliminary Noise Reduction
8612,5,307,37,With Preliminary Noise Reduction
8613,5,307,40,Without Preliminary Noise Reduction
8614,5,308,36,With Preliminary Noise Reduction
8615,5,308,40,Without Preliminary Noise Reduction
8616,5,309,30,With Preliminary Noise Reduction
8617,5,309,51,Without Preliminary Noise Reduction
8618,5,310,39,With Preliminary Noise Reduction
8619,5,310,41,Without Preliminary Noise Reduction
8620,5,311,30,With Preliminary Noise Reduction
8621,5,311,55,Without Preliminary Noise Reduction
8622,5,312,38,With Preliminary Noise Reduction
8623,5,312,59,Without Preliminary Noise Reduction
8624,5,313,35,With Preliminary Noise Reduction
8625,5,313,58,Without Preliminary Noise Reduction
8626,5,314,34,With Preliminary Noise Reduction
8627,5,314,42,Without Preliminary Noise Reduction
8628,5,315,34,With Preliminary Noise Reduction
8629,5,315,52,Without Preliminary Noise Reduction
8630,5,316,30,With Preliminary Noise Reduction
8631,5,316,43,Without Preliminary Noise Reduction
8632,5,317,40,With Preliminary Noise Reduction
8633,5,317,49,Without Preliminary Noise Reduction
8634,5,318,33,With Preliminary Noise Reduction
8635,5,318,60,Without Preliminary Noise Reduction
8636,5,319,37,With Preliminary Noise Reduction
8637,5,319,42,Without Preliminary Noise Reduction
8638,5,320,40,With Preliminary Noise Reduction
8639,5,320,58,Without Preliminary Noise Reduction
8640,5,321,37,With Preliminary Noise Reduction
8641,5,321,60,Without Preliminary Noise Reduction
8642,5,322,32,With Preliminary Noise Reduction
8643,5,322,59,Without Preliminary Noise Reduction
8644,5,323,34,With Preliminary Noise Reduction
8645,5,323,58,Without Preliminary Noise Reduction
8646,5,324,37,With Preliminary Noise Reduction
8647,5,324,52,Without Preliminary Noise Reduction
8648,5,325,37,With Preliminary Noise Reduction
8649,5,325,40,Without Preliminary Noise Reduction
8650,5,326,38,With Preliminary Noise Reduction
8651,5,326,40,Without Preliminary Noise Reduction
8652,5,327,36,With Preliminary Noise Reduction
8653,5,327,56,Without Preliminary Noise Reduction
8654,5,328,30,With Preliminary Noise Reduction
8655,5,328,58,Without Preliminary Noise Reduction
8656,5,329,31,With Preliminary Noise Reduction
8657,5,329,54,Without Preliminary Noise Reduction
8658,5,330,35,With Preliminary Noise Reduction
8659,5,330,50,Without Preliminary Noise Reduction
8660,5,331,38,With Preliminary Noise Reduction
8661,5,331,60,Without Preliminary Noise Reduction
8662,5,332,38,With Preliminary Noise Reduction
8663,5,332,54,Without Preliminary Noise Reduction
8664,5,333,38,With Preliminary Noise Reduction
8665,5,333,45,Without Preliminary Noise Reduction
8666,5,334,39,With Preliminary Noise Reduction
8667,5,334,60,Without Preliminary Noise Reduction
8668,5,335,36,With Preliminary Noise Reduction
8669,5,335,43,Without Preliminary Noise Reduction
8670,5,336,34,With Preliminary Noise Reduction
8671,5,336,48,Without Preliminary Noise Reduction
8672,5,337,39,With Preliminary Noise Reduction
8673,5,337,50,Without Preliminary Noise Reduction
8674,5,338,34,With Preliminary Noise Reduction
8675,5,338,48,Without Preliminary Noise Reduction
8676,5,339,39,With Preliminary Noise Reduction
8677,5,339,57,Without Preliminary Noise Reduction
8678,5,340,32,With Preliminary Noise Reduction
8679,5,340,45,Without Preliminary Noise Reduction
8680,5,341,40,With Preliminary Noise Reduction
8681,5,341,59,Without Preliminary Noise Reduction
8682,5,342,40,With Preliminary Noise Reduction
8683,5,342,56,Without Preliminary Noise Reduction
8684,5,343,34,With Preliminary Noise Reduction
8685,5,343,55,Without Preliminary Noise Reduction
8686,5,344,37,With Preliminary Noise Reduction
8687,5,344,43,Without Preliminary Noise Reduction
8688,5,345,33,With Preliminary Noise Reduction
8689,5,345,45,Without Preliminary Noise Reduction
8690,5,346,37,With Preliminary Noise Reduction
8691,5,346,52,Without Preliminary Noise Reduction
8692,5,347,31,With Preliminary Noise Reduction
8693,5,347,59,Without Preliminary Noise Reduction
8694,5,348,39,With Preliminary Noise Reduction
8695,5,348,46,Without Preliminary Noise Reduction
8696,5,349,36,With Preliminary Noise Reduction
8697,5,349,59,Without Preliminary Noise Reduction
8698,5,350,39,With Preliminary Noise Reduction
8699,5,350,46,Without Preliminary Noise Reduction
8700,5,351,34,With Preliminary Noise Reduction
8701,5,351,60,Without Preliminary Noise Reduction
8702,5,352,38,With Preliminary Noise Reduction
8703,5,352,41,Without Preliminary Noise Reduction
8704,5,353,39,With Preliminary Noise Reduction
8705,5,353,58,Without Preliminary Noise Reduction
8706,5,354,39,With Preliminary Noise Reduction
8707,5,354,40,Without Preliminary Noise Reduction
8708,5,355,33,With Preliminary Noise Reduction
8709,5,355,50,Without Preliminary Noise Reduction
8710,5,356,35,With Preliminary Noise Reduction
8711,5,356,45,Without Preliminary Noise Reduction
8712,5,357,35,With Preliminary Noise Reduction
8713,5,357,48,Without Preliminary Noise Reduction
8714,5,358,33,With Preliminary Noise Reduction
8715,5,358,59,Without Preliminary Noise Reduction
8716,5,359,37,With Preliminary Noise Reduction
8717,5,359,45,Without Preliminary Noise Reduction
8718,5,360,36,With Preliminary Noise Reduction
8719,5,360,56,Without Preliminary Noise Reduction
8720,5,361,36,With Preliminary Noise Reduction
8721,5,361,50,Without Preliminary Noise Reduction
8722,5,362,38,With Preliminary Noise Reduction
8723,5,362,43,Without Preliminary Noise Reduction
8724,5,363,32,With Preliminary Noise Reduction
8725,5,363,43,Without Preliminary Noise Reduction
8726,5,364,31,With Preliminary Noise Reduction
8727,5,364,56,Without Preliminary Noise Reduction
8728,5,365,34,With Preliminary Noise Reduction
8729,5,365,58,Without Preliminary Noise Reduction
8730,5,366,38,With Preliminary Noise Reduction
8731,5,366,57,Without Preliminary Noise Reduction
8732,5,367,35,With Preliminary Noise Reduction
8733,5,367,46,Without Preliminary Noise Reduction
8734,5,368,37,With Preliminary Noise Reduction
8735,5,368,58,Without Preliminary Noise Reduction
8736,5,369,32,With Preliminary Noise Reduction
8737,5,369,49,Without Preliminary Noise Reduction
8738,5,370,39,With Preliminary Noise Reduction
8739,5,370,51,Without Preliminary Noise Reduction
8740,5,371,32,With Preliminary Noise Reduction
8741,5,371,51,Without Preliminary Noise Reduction
8742,5,372,33,With Preliminary Noise Reduction
8743,5,372,60,Without Preliminary Noise Reduction
8744,5,373,38,With Preliminary Noise Reduction
8745,5,373,42,Without Preliminary Noise Reduction
8746,5,374,32,With Preliminary Noise Reduction
8747,5,374,59,Without Preliminary Noise Reduction
8748,5,375,34,With Preliminary Noise Reduction
8749,5,375,57,Without Preliminary Noise Reduction
8750,5,376,31,With Preliminary Noise Reduction
8751,5,376,59,Without Preliminary Noise Reduction
8752,5,377,34,With Preliminary Noise Reduction
8753,5,377,43,Without Preliminary Noise Reduction
8754,5,378,36,With Preliminary Noise Reduction
8755,5,378,58,Without Preliminary Noise Reduction
8756,5,379,32,With Preliminary Noise Reduction
8757,5,379,49,Without Preliminary Noise Reduction
8758,5,380,37,With Preliminary Noise Reduction
8759,5,380,47,Without Preliminary Noise Reduction
8760,5,381,36,With Preliminary Noise Reduction
8761,5,381,56,Without Preliminary Noise Reduction
8762,5,382,31,With Preliminary Noise Reduction
8763,5,382,46,Without Preliminary Noise Reduction
8764,5,383,39,With Preliminary Noise Reduction
8765,5,383,52,Without Preliminary Noise Reduction
8766,5,384,30,With Preliminary Noise Reduction
8767,5,384,42,Without Preliminary Noise Reduction
8768,5,385,34,With Preliminary Noise Reduction
8769,5,385,50,Without Preliminary Noise Reduction
8770,5,386,34,With Preliminary Noise Reduction
8771,5,386,46,Without Preliminary Noise Reduction
8772,5,387,39,With Preliminary Noise Reduction
8773,5,387,53,Without Preliminary Noise Reduction
8774,5,388,38,With Preliminary Noise Reduction
8775,5,388,42,Without Preliminary Noise Reduction
8776,5,389,35,With Preliminary Noise Reduction
8777,5,389,45,Without Preliminary Noise Reduction
8778,5,390,37,With Preliminary Noise Reduction
8779,5,390,40,Without Preliminary Noise Reduction
8780,5,391,35,With Preliminary Noise Reduction
8781,5,391,55,Without Preliminary Noise Reduction
8782,5,392,39,With Preliminary Noise Reduction
8783,5,392,57,Without Preliminary Noise Reduction
8784,5,393,34,With Preliminary Noise Reduction
8785,5,393,53,Without Preliminary Noise Reduction
8786,5,394,31,With Preliminary Noise Reduction
8787,5,394,56,Without Preliminary Noise Reduction
8788,5,395,37,With Preliminary Noise Reduction
8789,5,395,44,Without Preliminary Noise Reduction
8790,5,396,39,With Preliminary Noise Reduction
8791,5,396,45,Without Preliminary Noise Reduction
8792,5,397,38,With Preliminary Noise Reduction
8793,5,397,55,Without Preliminary Noise Reduction
8794,5,398,35,With Preliminary Noise Reduction
8795,5,398,53,Without Preliminary Noise Reduction
8796,5,399,37,With Preliminary Noise Reduction
8797,5,399,52,Without Preliminary Noise Reduction
8798,5,400,40,With Preliminary Noise Reduction
8799,5,400,42,Without Preliminary Noise Reduction
8800,5,401,34,With Preliminary Noise Reduction
8801,5,401,56,Without Preliminary Noise Reduction
8802,5,402,34,With Preliminary Noise Reduction
8803,5,402,59,Without Preliminary Noise Reduction
8804,5,403,30,With Preliminary Noise Reduction
8805,5,403,46,Without Preliminary Noise Reduction
8806,5,404,37,With Preliminary Noise Reduction
8807,5,404,56,Without Preliminary Noise Reduction
8808,5,405,39,With Preliminary Noise Reduction
8809,5,405,55,Without Preliminary Noise Reduction
8810,5,406,38,With Preliminary Noise Reduction
8811,5,406,48,Without Preliminary Noise Reduction
8812,5,407,30,With Preliminary Noise Reduction
8813,5,407,55,Without Preliminary Noise Reduction
8814,5,408,40,With Preliminary Noise Reduction
8815,5,408,51,Without Preliminary Noise Reduction
8816,5,409,39,With Preliminary Noise Reduction
8817,5,409,49,Without Preliminary Noise Reduction
8818,5,410,37,With Preliminary Noise Reduction
8819,5,410,42,Without Preliminary Noise Reduction
8820,5,411,32,With Preliminary Noise Reduction
8821,5,411,51,Without Preliminary Noise Reduction
8822,5,412,38,With Preliminary Noise Reduction
8823,5,412,54,Without Preliminary Noise Reduction
8824,5,413,39,With Preliminary Noise Reduction
8825,5,413,49,Without Preliminary Noise Reduction
8826,5,414,34,With Preliminary Noise Reduction
8827,5,414,56,Without Preliminary Noise Reduction
8828,5,415,32,With Preliminary Noise Reduction
8829,5,415,50,Without Preliminary Noise Reduction
8830,5,416,37,With Preliminary Noise Reduction
8831,5,416,48,Without Preliminary Noise Reduction
8832,5,417,38,With Preliminary Noise Reduction
8833,5,417,56,Without Preliminary Noise Reduction
8834,5,418,36,With Preliminary Noise Reduction
8835,5,418,43,Without Preliminary Noise Reduction
8836,5,419,39,With Preliminary Noise Reduction
8837,5,419,43,Without Preliminary Noise Reduction
8838,5,420,35,With Preliminary Noise Reduction
8839,5,420,43,Without Preliminary Noise Reduction
8840,5,421,34,With Preliminary Noise Reduction
8841,5,421,45,Without Preliminary Noise Reduction
8842,5,422,32,With Preliminary Noise Reduction
8843,5,422,46,Without Preliminary Noise Reduction
8844,5,423,31,With Preliminary Noise Reduction
8845,5,423,54,Without Preliminary Noise Reduction
8846,5,424,32,With Preliminary Noise Reduction
8847,5,424,52,Without Preliminary Noise Reduction
8848,5,425,30,With Preliminary Noise Reduction
8849,5,425,42,Without Preliminary Noise Reduction
8850,5,426,34,With Preliminary Noise Reduction
8851,5,426,47,Without Preliminary Noise Reduction
8852,5,427,39,With Preliminary Noise Reduction
8853,5,427,55,Without Preliminary Noise Reduction
8854,5,428,35,With Preliminary Noise Reduction
8855,5,428,46,Without Preliminary Noise Reduction
8856,5,429,32,With Preliminary Noise Reduction
8857,5,429,56,Without Preliminary Noise Reduction
8858,5,430,30,With Preliminary Noise Reduction
8859,5,430,42,Without Preliminary Noise Reduction
8860,5,431,39,With Preliminary Noise Reduction
8861,5,431,50,Without Preliminary Noise Reduction
8862,5,432,30,With Preliminary Noise Reduction
8863,5,432,59,Without Preliminary Noise Reduction
8864,5,433,31,With Preliminary Noise Reduction
8865,5,433,42,Without Preliminary Noise Reduction
8866,5,434,39,With Preliminary Noise Reduction
8867,5,434,56,Without Preliminary Noise Reduction
8868,5,435,31,With Preliminary Noise Reduction
8869,5,435,57,Without Preliminary Noise Reduction
8870,5,436,32,With Preliminary Noise Reduction
8871,5,436,46,Without Preliminary Noise Reduction
8872,5,437,36,With Preliminary Noise Reduction
8873,5,437,49,Without Preliminary Noise Reduction
8874,5,438,32,With Preliminary Noise Reduction
8875,5,438,42,Without Preliminary Noise Reduction
8876,5,439,31,With Preliminary Noise Reduction
8877,5,439,44,Without Preliminary Noise Reduction
8878,5,440,31,With Preliminary Noise Reduction
8879,5,440,57,Without Preliminary Noise Reduction
8880,5,441,36,With Preliminary Noise Reduction
8881,5,441,59,Without Preliminary Noise Reduction
8882,5,442,35,With Preliminary Noise Reduction
8883,5,442,58,Without Preliminary Noise Reduction
8884,5,443,35,With Preliminary Noise Reduction
8885,5,443,52,Without Preliminary Noise Reduction
8886,5,444,37,With Preliminary Noise Reduction
8887,5,444,53,Without Preliminary Noise Reduction
8888,5,445,35,With Preliminary Noise Reduction
8889,5,445,56,Without Preliminary Noise Reduction
8890,5,446,38,With Preliminary Noise Reduction
8891,5,446,53,Without Preliminary Noise Reduction
8892,5,447,39,With Preliminary Noise Reduction
8893,5,447,40,Without Preliminary Noise Reduction
8894,5,448,38,With Preliminary Noise Reduction
8895,5,448,42,Without Preliminary Noise Reduction
8896,5,449,38,With Preliminary Noise Reduction
8897,5,449,44,Without Preliminary Noise Reduction
8898,5,450,36,With Preliminary Noise Reduction
8899,5,450,49,Without Preliminary Noise Reduction
8900,5,451,30,With Preliminary Noise Reduction
8901,5,451,44,Without Preliminary Noise Reduction
8902,5,452,35,With Preliminary Noise Reduction
8903,5,452,48,Without Preliminary Noise Reduction
8904,5,453,38,With Preliminary Noise Reduction
8905,5,453,49,Without Preliminary Noise Reduction
8906,5,454,31,With Preliminary Noise Reduction
8907,5,454,59,Without Preliminary Noise Reduction
8908,5,455,37,With Preliminary Noise Reduction
8909,5,455,54,Without Preliminary Noise Reduction
8910,5,456,31,With Preliminary Noise Reduction
8911,5,456,44,Without Preliminary Noise Reduction
8912,5,457,33,With Preliminary Noise Reduction
8913,5,457,54,Without Preliminary Noise Reduction
8914,5,458,40,With Preliminary Noise Reduction
8915,5,458,44,Without Preliminary Noise Reduction
8916,5,459,31,With Preliminary Noise Reduction
8917,5,459,55,Without Preliminary Noise Reduction
8918,5,460,30,With Preliminary Noise Reduction
8919,5,460,54,Without Preliminary Noise Reduction
8920,5,461,35,With Preliminary Noise Reduction
8921,5,461,43,Without Preliminary Noise Reduction
8922,5,462,30,With Preliminary Noise Reduction
8923,5,462,46,Without Preliminary Noise Reduction
8924,5,463,38,With Preliminary Noise Reduction
8925,5,463,56,Without Preliminary Noise Reduction
8926,5,464,31,With Preliminary Noise Reduction
8927,5,464,52,Without Preliminary Noise Reduction
8928,5,465,37,With Preliminary Noise Reduction
8929,5,465,41,Without Preliminary Noise Reduction
8930,5,466,39,With Preliminary Noise Reduction
8931,5,466,41,Without Preliminary Noise Reduction
8932,5,467,33,With Preliminary Noise Reduction
8933,5,467,46,Without Preliminary Noise Reduction
8934,5,468,38,With Preliminary Noise Reduction
8935,5,468,44,Without Preliminary Noise Reduction
8936,5,469,38,With Preliminary Noise Reduction
8937,5,469,40,Without Preliminary Noise Reduction
8938,5,470,34,With Preliminary Noise Reduction
8939,5,470,48,Without Preliminary Noise Reduction
8940,5,471,36,With Preliminary Noise Reduction
8941,5,471,56,Without Preliminary Noise Reduction
8942,5,472,30,With Preliminary Noise Reduction
8943,5,472,45,Without Preliminary Noise Reduction
8944,5,473,30,With Preliminary Noise Reduction
8945,5,473,49,Without Preliminary Noise Reduction
8946,5,474,35,With Preliminary Noise Reduction
8947,5,474,47,Without Preliminary Noise Reduction
8948,5,475,33,With Preliminary Noise Reduction
8949,5,475,54,Without Preliminary Noise Reduction
8950,5,476,35,With Preliminary Noise Reduction
8951,5,476,47,Without Preliminary Noise Reduction
8952,5,477,31,With Preliminary Noise Reduction
8953,5,477,56,Without Preliminary Noise Reduction
8954,5,478,38,With Preliminary Noise Reduction
8955,5,478,51,Without Preliminary Noise Reduction
8956,5,479,34,With Preliminary Noise Reduction
8957,5,479,54,Without Preliminary Noise Reduction
8958,5,480,31,With Preliminary Noise Reduction
8959,5,480,42,Without Preliminary Noise Reduction
8960,5,481,35,With Preliminary Noise Reduction
8961,5,481,48,Without Preliminary Noise Reduction
8962,5,482,34,With Preliminary Noise Reduction
8963,5,482,58,Without Preliminary Noise Reduction
8964,5,483,32,With Preliminary Noise Reduction
8965,5,483,54,Without Preliminary Noise Reduction
8966,5,484,30,With Preliminary Noise Reduction
8967,5,484,46,Without Preliminary Noise Reduction
8968,5,485,38,With Preliminary Noise Reduction
8969,5,485,54,Without Preliminary Noise Reduction
8970,5,486,38,With Preliminary Noise Reduction
8971,5,486,47,Without Preliminary Noise Reduction
8972,5,487,35,With Preliminary Noise Reduction
8973,5,487,43,Without Preliminary Noise Reduction
8974,5,488,33,With Preliminary Noise Reduction
8975,5,488,45,Without Preliminary Noise Reduction
8976,5,489,32,With Preliminary Noise Reduction
8977,5,489,49,Without Preliminary Noise Reduction
8978,5,490,34,With Preliminary Noise Reduction
8979,5,490,47,Without Preliminary Noise Reduction
8980,5,491,39,With Preliminary Noise Reduction
8981,5,491,45,Without Preliminary Noise Reduction
8982,5,492,35,With Preliminary Noise Reduction
8983,5,492,44,Without Preliminary Noise Reduction
8984,5,493,30,With Preliminary Noise Reduction
8985,5,493,59,Without Preliminary Noise Reduction
8986,5,494,33,With Preliminary Noise Reduction
8987,5,494,54,Without Preliminary Noise Reduction
8988,5,495,33,With Preliminary Noise Reduction
8989,5,495,51,Without Preliminary Noise Reduction
8990,5,496,37,With Preliminary Noise Reduction
8991,5,496,45,Without Preliminary Noise Reduction
8992,5,497,34,With Preliminary Noise Reduction
8993,5,497,49,Without Preliminary Noise Reduction
8994,5,498,35,With Preliminary Noise Reduction
8995,5,498,49,Without Preliminary Noise Reduction
8996,5,499,36,With Preliminary Noise Reduction
8997,5,499,58,Without Preliminary Noise Reduction
8998,5,500,36,With Preliminary Noise Reduction
8999,5,500,55,Without Preliminary Noise Reduction
9000,5,501,33,With Preliminary Noise Reduction
9001,5,501,52,Without Preliminary Noise Reduction
9002,5,502,30,With Preliminary Noise Reduction
9003,5,502,43,Without Preliminary Noise Reduction
9004,5,503,38,With Preliminary Noise Reduction
9005,5,503,46,Without Preliminary Noise Reduction
9006,5,504,38,With Preliminary Noise Reduction
9007,5,504,54,Without Preliminary Noise Reduction
9008,5,505,39,With Preliminary Noise Reduction
9009,5,505,49,Without Preliminary Noise Reduction
9010,5,506,30,With Preliminary Noise Reduction
9011,5,506,60,Without Preliminary Noise Reduction
9012,5,507,32,With Preliminary Noise Reduction
9013,5,507,41,Without Preliminary Noise Reduction
9014,5,508,30,With Preliminary Noise Reduction
9015,5,508,47,Without Preliminary Noise Reduction
9016,5,509,39,With Preliminary Noise Reduction
9017,5,509,52,Without Preliminary Noise Reduction
9018,5,510,36,With Preliminary Noise Reduction
9019,5,510,42,Without Preliminary Noise Reduction
9020,5,511,34,With Preliminary Noise Reduction
9021,5,511,46,Without Preliminary Noise Reduction
9022,5,512,38,With Preliminary Noise Reduction
9023,5,512,49,Without Preliminary Noise Reduction
9024,5,513,30,With Preliminary Noise Reduction
9025,5,513,55,Without Preliminary Noise Reduction
9026,5,514,38,With Preliminary Noise Reduction
9027,5,514,52,Without Preliminary Noise Reduction
9028,5,515,39,With Preliminary Noise Reduction
9029,5,515,45,Without Preliminary Noise Reduction
9030,5,516,35,With Preliminary Noise Reduction
9031,5,516,41,Without Preliminary Noise Reduction
9032,5,517,37,With Preliminary Noise Reduction
9033,5,517,54,Without Preliminary Noise Reduction
9034,5,518,31,With Preliminary Noise Reduction
9035,5,518,42,Without Preliminary Noise Reduction
9036,5,519,40,With Preliminary Noise Reduction
9037,5,519,51,Without Preliminary Noise Reduction
9038,5,520,33,With Preliminary Noise Reduction
9039,5,520,51,Without Preliminary Noise Reduction
9040,5,521,35,With Preliminary Noise Reduction
9041,5,521,53,Without Preliminary Noise Reduction
9042,5,522,35,With Preliminary Noise Reduction
9043,5,522,49,Without Preliminary Noise Reduction
9044,5,523,38,With Preliminary Noise Reduction
9045,5,523,42,Without Preliminary Noise Reduction
9046,5,524,34,With Preliminary Noise Reduction
9047,5,524,47,Without Preliminary Noise Reduction
9048,5,525,40,With Preliminary Noise Reduction
9049,5,525,41,Without Preliminary Noise Reduction
9050,5,526,40,With Preliminary Noise Reduction
9051,5,526,55,Without Preliminary Noise Reduction
9052,5,527,30,With Preliminary Noise Reduction
9053,5,527,52,Without Preliminary Noise Reduction
9054,5,528,33,With Preliminary Noise Reduction
9055,5,528,44,Without Preliminary Noise Reduction
9056,5,529,38,With Preliminary Noise Reduction
9057,5,529,50,Without Preliminary Noise Reduction
9058,5,530,36,With Preliminary Noise Reduction
9059,5,530,56,Without Preliminary Noise Reduction
9060,5,531,35,With Preliminary Noise Reduction
9061,5,531,47,Without Preliminary Noise Reduction
9062,5,532,30,With Preliminary Noise Reduction
9063,5,532,56,Without Preliminary Noise Reduction
9064,5,533,31,With Preliminary Noise Reduction
9065,5,533,42,Without Preliminary Noise Reduction
9066,5,534,33,With Preliminary Noise Reduction
9067,5,534,55,Without Preliminary Noise Reduction
9068,5,535,39,With Preliminary Noise Reduction
9069,5,535,50,Without Preliminary Noise Reduction
9070,5,536,40,With Preliminary Noise Reduction
9071,5,536,47,Without Preliminary Noise Reduction
9072,5,537,31,With Preliminary Noise Reduction
9073,5,537,42,Without Preliminary Noise Reduction
9074,5,538,32,With Preliminary Noise Reduction
9075,5,538,49,Without Preliminary Noise Reduction
9076,5,539,33,With Preliminary Noise Reduction
9077,5,539,44,Without Preliminary Noise Reduction
9078,5,540,30,With Preliminary Noise Reduction
9079,5,540,50,Without Preliminary Noise Reduction
9080,5,541,40,With Preliminary Noise Reduction
9081,5,541,49,Without Preliminary Noise Reduction
9082,5,542,32,With Preliminary Noise Reduction
9083,5,542,55,Without Preliminary Noise Reduction
9084,5,543,33,With Preliminary Noise Reduction
9085,5,543,44,Without Preliminary Noise Reduction
9086,5,544,36,With Preliminary Noise Reduction
9087,5,544,40,Without Preliminary Noise Reduction
9088,5,545,36,With Preliminary Noise Reduction
9089,5,545,57,Without Preliminary Noise Reduction
9090,5,546,34,With Preliminary Noise Reduction
9091,5,546,41,Without Preliminary Noise Reduction
9092,5,547,30,With Preliminary Noise Reduction
9093,5,547,50,Without Preliminary Noise Reduction
9094,5,548,35,With Preliminary Noise Reduction
